label,seed,workload,config,cycles,hit_rate,ipc,mem_cycles,prefetch_issued,prefetch_used
feat_no_pc,2,random_read,stride,75604,0.082,0.026453626792233214,73604,1865,76
feat_no_pc,2,random_read,nn,74083,0.1015,0.026996746891999514,72083,7,0
feat_no_pc,3,sequential_read,baseline,13750,0.875,0.14545454545454545,11750,0,0
feat_no_pc,3,sequential_read,stride,4039,0.9995,0.49517207229512256,2039,250,249
feat_no_pc,3,sequential_read,nn,4234,0.997,0.4723665564478035,2234,249,244
feat_no_pc,3,strided_read,baseline,82000,0.0,0.024390243902439025,80000,0,0
feat_no_pc,3,strided_read,stride,4117,0.9985,0.48579062424095215,2117,1998,1997
feat_no_pc,3,strided_read,nn,23734,0.747,0.08426729586247578,21734,1495,1494
feat_no_pc,3,mixed_read_write,baseline,43984,0.5,0.045471080392870136,41984,0,0
feat_no_pc,3,mixed_read_write,stride,5062,0.999,0.3951007506914263,3062,999,998
feat_no_pc,3,mixed_read_write,nn,6934,0.975,0.2884338044418806,4934,951,950
feat_no_pc,3,random_read,baseline,74083,0.1015,0.026996746891999514,72083,0,0
feat_no_pc,3,random_read,stride,75604,0.082,0.026453626792233214,73604,1865,76
feat_no_pc,3,random_read,nn,74083,0.1015,0.026996746891999514,72083,7,0
feat_no_pc,4,sequential_read,baseline,13750,0.875,0.14545454545454545,11750,0,0
feat_no_pc,4,sequential_read,stride,4039,0.9995,0.49517207229512256,2039,250,249
feat_no_pc,4,sequential_read,nn,4156,0.998,0.48123195380173245,2156,247,246
feat_no_pc,4,strided_read,baseline,82000,0.0,0.024390243902439025,80000,0,0
feat_no_pc,4,strided_read,stride,4117,0.9985,0.48579062424095215,2117,1998,1997
feat_no_pc,4,strided_read,nn,8836,0.938,0.22634676324128564,6836,1877,1876
feat_no_pc,4,mixed_read_write,baseline,43984,0.5,0.045471080392870136,41984,0,0
feat_no_pc,4,mixed_read_write,stride,5062,0.999,0.3951007506914263,3062,999,998
feat_no_pc,4,mixed_read_write,nn,7129,0.9725,0.28054425585636134,5129,946,945
feat_no_pc,4,random_read,baseline,74083,0.1015,0.026996746891999514,72083,0,0
feat_no_pc,4,random_read,stride,75604,0.082,0.026453626792233214,73604,1865,76
feat_no_pc,4,random_read,nn,74083,0.1015,0.026996746891999514,72083,7,0
feat_no_abs_addr,0,sequential_read,baseline,13750,0.875,0.14545454545454545,11750,0,0
feat_no_abs_addr,0,sequential_read,stride,4039,0.9995,0.49517207229512256,2039,250,249
feat_no_abs_addr,0,sequential_read,nn,4117,0.9985,0.48579062424095215,2117,248,247
feat_no_abs_addr,0,strided_read,baseline,82000,0.0,0.024390243902439025,80000,0,0
feat_no_abs_addr,0,strided_read,stride,4117,0.9985,0.48579062424095215,2117,1998,1997
feat_no_abs_addr,0,strided_read,nn,5209,0.9845,0.3839508542906508,3209,1970,1969
feat_no_abs_addr,0,mixed_read_write,baseline,43984,0.5,0.045471080392870136,41984,0,0
feat_no_abs_addr,0,mixed_read_write,stride,5062,0.999,0.3951007506914263,3062,999,998
feat_no_abs_addr,0,mixed_read_write,nn,6037,0.9865,0.3312903760145768,4037,974,973
feat_no_abs_addr,0,random_read,baseline,74083,0.1015,0.026996746891999514,72083,0,0
feat_no_abs_addr,0,random_read,stride,75604,0.082,0.026453626792233214,73604,1865,76
feat_no_abs_addr,0,random_read,nn,74083,0.1015,0.026996746891999514,72083,7,0
feat_no_abs_addr,1,sequential_read,baseline,13750,0.875,0.14545454545454545,11750,0,0
feat_no_abs_addr,1,sequential_read,stride,4039,0.9995,0.49517207229512256,2039,250,249
feat_no_abs_addr,1,sequential_read,nn,4117,0.9985,0.48579062424095215,2117,248,247
feat_no_abs_addr,1,strided_read,baseline,82000,0.0,0.024390243902439025,80000,0,0
feat_no_abs_addr,1,strided_read,stride,4117,0.9985,0.48579062424095215,2117,1998,1997
feat_no_abs_addr,1,strided_read,nn,4390,0.995,0.45558086560364464,2390,1991,1990
feat_no_abs_addr,1,mixed_read_write,baseline,43984,0.5,0.045471080392870136,41984,0,0
feat_no_abs_addr,1,mixed_read_write,stride,5062,0.999,0.3951007506914263,3062,999,998
feat_no_abs_addr,1,mixed_read_write,nn,5257,0.9965,0.38044512079132586,3257,994,993
feat_no_abs_addr,1,random_read,baseline,74083,0.1015,0.026996746891999514,72083,0,0
feat_no_abs_addr,1,random_read,stride,75604,0.082,0.026453626792233214,73604,1865,76
feat_no_abs_addr,1,random_read,nn,74083,0.1015,0.026996746891999514,72083,7,0
feat_no_abs_addr,2,sequential_read,baseline,13750,0.875,0.14545454545454545,11750,0,0
feat_no_abs_addr,2,sequential_read,stride,4039,0.9995,0.49517207229512256,2039,250,249
feat_no_abs_addr,2,sequential_read,nn,4078,0.999,0.4904364884747425,2078,249,248
feat_no_abs_addr,2,strided_read,baseline,82000,0.0,0.024390243902439025,80000,0,0
feat_no_abs_addr,2,strided_read,stride,4117,0.9985,0.48579062424095215,2117,1998,1997
feat_no_abs_addr,2,strided_read,nn,4858,0.989,0.41169205434335115,2858,1979,1978
feat_no_abs_addr,2,mixed_read_write,baseline,43984,0.5,0.045471080392870136,41984,0,0
feat_no_abs_addr,2,mixed_read_write,stride,5062,0.999,0.3951007506914263,3062,999,998
feat_no_abs_addr,2,mixed_read_write,nn,5374,0.995,0.3721622627465575,3374,991,990
feat_no_abs_addr,2,random_read,baseline,74083,0.1015,0.026996746891999514,72083,0,0
feat_no_abs_addr,2,random_read,stride,75604,0.082,0.026453626792233214,73604,1865,76
