run,seed,workload,config,cycles,speedup
16,16,mixed_read_write,nn,43867,1.0026671529851596
16,16,random_read,baseline,73849,1.0013906755677124
16,16,random_read,stride,75682,0.9771372321027456
16,16,random_read,nn,73849,1.0013906755677124
16,16,phased_switch,baseline,43507,1.002808743420599
16,16,phased_switch,stride,40114,1.0876302537767362
16,16,phased_switch,nn,39334,1.109198149183912
17,17,sequential_read,baseline,13750,1.0
17,17,sequential_read,stride,4039,3.4043079970289676
17,17,sequential_read,nn,4117,3.3398105416565462
17,17,strided_read,baseline,82000,1.0
17,17,strided_read,stride,4117,19.91741559387904
17,17,strided_read,nn,11254,7.2862982050826375
17,17,mixed_read_write,baseline,43984,1.0
17,17,mixed_read_write,stride,5062,8.689055709205848
17,17,mixed_read_write,nn,43867,1.0026671529851596
17,17,random_read,baseline,73927,1.0003341133821202
17,17,random_read,stride,75526,0.9791555226014882
17,17,random_read,nn,73888,1.0008621156344737
17,17,phased_switch,baseline,43858,0.9947831638469605
17,17,phased_switch,stride,40075,1.0886887086712413
17,17,phased_switch,nn,39373,1.1080994590201407
18,18,sequential_read,baseline,13750,1.0
18,18,sequential_read,stride,4039,3.4043079970289676
18,18,sequential_read,nn,4156,3.3084696823869106
18,18,strided_read,baseline,82000,1.0
18,18,strided_read,stride,4117,19.91741559387904
18,18,strided_read,nn,8719,9.40474825094621
18,18,mixed_read_write,baseline,43984,1.0
18,18,mixed_read_write,stride,5062,8.689055709205848
18,18,mixed_read_write,nn,43867,1.0026671529851596
18,18,random_read,baseline,73888,1.0008621156344737
18,18,random_read,stride,75721,0.976633958875345
18,18,random_read,nn,73888,1.0008621156344737
18,18,phased_switch,baseline,43507,1.002808743420599
18,18,phased_switch,stride,39958,1.0918764702938084
18,18,phased_switch,nn,39217,1.1125073310044113
19,19,sequential_read,baseline,13750,1.0
19,19,sequential_read,stride,4039,3.4043079970289676
19,19,sequential_read,nn,4156,3.3084696823869106
19,19,strided_read,baseline,82000,1.0
19,19,strided_read,stride,4117,19.91741559387904
19,19,strided_read,nn,8407,9.753776614725824
19,19,mixed_read_write,baseline,43984,1.0
19,19,mixed_read_write,stride,5062,8.689055709205848
19,19,mixed_read_write,nn,43867,1.0026671529851596
19,19,random_read,baseline,73927,1.0003341133821202
19,19,random_read,stride,75565,0.9786501687289089
19,19,random_read,nn,73927,1.0003341133821202
19,19,phased_switch,baseline,43663,0.9992258891968027
19,19,phased_switch,stride,39958,1.0918764702938084
19,19,phased_switch,nn,39490,1.1048164092175234
20,20,sequential_read,baseline,13750,1.0
20,20,sequential_read,stride,4039,3.4043079970289676
20,20,sequential_read,nn,4195,3.2777115613825982
20,20,strided_read,baseline,82000,1.0
20,20,strided_read,stride,4117,19.91741559387904
20,20,strided_read,nn,7042,11.644419199091168
20,20,mixed_read_write,baseline,43984,1.0
20,20,mixed_read_write,stride,5062,8.689055709205848
20,20,mixed_read_write,nn,43867,1.0026671529851596
20,20,random_read,baseline,73888,1.0008621156344737
20,20,random_read,stride,75643,0.9776410242851288
20,20,random_read,nn,73849,1.0013906755677124
20,20,phased_switch,baseline,43312,1.007323605467307
20,20,phased_switch,stride,39802,1.0961559720617053
20,20,phased_switch,nn,39490,1.1048164092175234
21,21,sequential_read,baseline,13750,1.0
21,21,sequential_read,stride,4039,3.4043079970289676
21,21,sequential_read,nn,4195,3.2777115613825982
21,21,strided_read,baseline,82000,1.0
21,21,strided_read,stride,4117,19.91741559387904
21,21,strided_read,nn,10747,7.630036289196985
21,21,mixed_read_write,baseline,43984,1.0
21,21,mixed_read_write,stride,5062,8.689055709205848
21,21,mixed_read_write,nn,43867,1.0026671529851596
21,21,random_read,baseline,73888,1.0008621156344737
21,21,random_read,stride,75487,0.9796613986514234
21,21,random_read,nn,73810,1.0019197940658446
21,21,phased_switch,baseline,43390,1.0055127909656603
21,21,phased_switch,stride,39841,1.0950829547451117
21,21,phased_switch,nn,39568,1.1026384957541446
22,22,sequential_read,baseline,13750,1.0
22,22,sequential_read,stride,4039,3.4043079970289676
22,22,sequential_read,nn,4078,3.3717508582638547
22,22,strided_read,baseline,82000,1.0
22,22,strided_read,stride,4117,19.91741559387904
22,22,strided_read,nn,9967,8.227149593659075
22,22,mixed_read_write,baseline,43984,1.0
22,22,mixed_read_write,stride,5062,8.689055709205848
22,22,mixed_read_write,nn,43867,1.0026671529851596
22,22,random_read,baseline,74161,0.9971777618964145
22,22,random_read,stride,75604,0.9781453362255965
22,22,random_read,nn,74161,0.9971777618964145
22,22,phased_switch,baseline,43780,0.9965555047967107
22,22,phased_switch,stride,39724,1.0983083274594703
22,22,phased_switch,nn,39646,1.100469151995157
23,23,sequential_read,baseline,13750,1.0
23,23,sequential_read,stride,4039,3.4043079970289676
23,23,sequential_read,nn,4156,3.3084696823869106
23,23,strided_read,baseline,82000,1.0
23,23,strided_read,stride,4117,19.91741559387904
23,23,strided_read,nn,8524,9.61989676208353
23,23,mixed_read_write,baseline,43984,1.0
23,23,mixed_read_write,stride,5062,8.689055709205848
23,23,mixed_read_write,nn,43867,1.0026671529851596
23,23,random_read,baseline,73927,1.0003341133821202
23,23,random_read,stride,75565,0.9786501687289089
23,23,random_read,nn,73927,1.0003341133821202
23,23,phased_switch,baseline,43624,1.0001192004401247
23,23,phased_switch,stride,39685,1.0993876779639662
23,23,phased_switch,nn,39568,1.1026384957541446
24,24,sequential_read,baseline,13750,1.0
24,24,sequential_read,stride,4039,3.4043079970289676
24,24,sequential_read,nn,4156,3.3084696823869106
24,24,strided_read,baseline,82000,1.0
24,24,strided_read,stride,4117,19.91741559387904
24,24,strided_read,nn,8251,9.938189310386619
24,24,mixed_read_write,baseline,43984,1.0
24,24,mixed_read_write,stride,5062,8.689055709205848
24,24,mixed_read_write,nn,43867,1.0026671529851596
24,24,random_read,baseline,74044,0.9987534438982226
24,24,random_read,stride,75565,0.9786501687289089
24,24,random_read,nn,73927,1.0003341133821202
