instructions,cycles,ipc,cycles_per_instruction,hit_rate,prefetch_issued,prefetch_requested,prefetch_redundant,prefetch_used,prefetch_accuracy,prefetch_coverage,prefetch_timeliness,prefetch_late,prefetch_dropped,prefetch_useful_hits,prefetch_pollution_misses,prefetch_pollution_rate,demand_only_hits,demand_only_misses,mem_cycles,arith_cycles,wall_seconds,run,seed,workload,config,base_cycles,speedup
2000,10396,0.19238168526356292,5.198,0.918,1837,2000,163,1836,0.9994556341861731,0.918,1.0,0,0,1836,0,0.0,0,2000,8396,0,0.11235950779519044,6,6,strided_read,nn,82000,7.887649095806079
2000,43984,0.045471080392870136,21.992,0.5,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,1000,1000,41984,0,0.003658526693470776,6,6,mixed_read_write,baseline,43984,1.0
2000,5062,0.3951007506914263,2.531,0.999,999,2000,1001,998,0.998998998998999,0.998,1.0,0,0,998,0,0.0,1000,1000,3062,0,0.003835817682556808,6,6,mixed_read_write,stride,43984,8.689055709205848
2000,43867,0.04559235872067841,21.9335,0.5015,3,8,5,3,1.0,0.003,1.0,0,0,3,0,0.0,1000,1000,41867,0,0.10250192202511244,6,6,mixed_read_write,nn,43984,1.0026671529851596
2000,74044,0.027010966452379666,37.022,0.102,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,204,1796,72044,0,0.0038189054175745696,6,6,random_read,baseline,74044,1.0
2000,75643,0.026439987837605594,37.8215,0.0815,1867,2000,133,73,0.039100160685591856,0.04064587973273942,1.0,0,0,73,114,0.057,204,1796,73643,0,0.005084157426608726,6,6,random_read,stride,74044,0.9788612297238344
2000,73966,0.027039450558364653,36.983,0.103,8,8,0,2,0.25,0.0011135857461024498,1.0,0,0,2,0,0.0,204,1796,71966,0,0.10684903746005148,6,6,random_read,nn,74044,1.0010545385717762
2000,43858,0.04560171462446988,21.929,0.489,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,978,1022,41858,0,0.003198112070094794,6,6,phased_switch,baseline,43858,1.0
2000,39685,0.05039687539372559,19.8425,0.5425,1059,2000,941,157,0.14825306893295562,0.1506849315068493,1.0,0,0,154,47,0.0235,978,1022,37685,0,0.00407988007646054,6,6,phased_switch,stride,43858,1.1051530805090084
2000,39568,0.05054589567327133,19.784,0.544,169,1017,848,113,0.6686390532544378,0.11154598825831702,1.0,0,0,114,4,0.002,978,1022,37568,0,0.10966248129261658,6,6,phased_switch,nn,43858,1.108420946219167
2000,13750,0.14545454545454545,6.875,0.875,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,1750,250,11750,0,0.0025827673671301454,7,7,sequential_read,baseline,13750,1.0
2000,4039,0.49517207229512256,2.0195,0.9995,250,2000,1750,249,0.996,0.996,1.0,0,0,249,0,0.0,1750,250,2039,0,0.0031510647386312485,7,7,sequential_read,stride,13750,3.4043079970289676
2000,4234,0.4723665564478035,2.117,0.997,245,1980,1735,244,0.9959183673469387,0.976,1.0,0,0,244,0,0.0,1750,250,2234,0,0.11205014673760161,7,7,sequential_read,nn,13750,3.247520075578649
2000,82000,0.024390243902439025,41.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,2000,80000,0,0.00391454208875075,7,7,strided_read,baseline,82000,1.0
2000,4117,0.48579062424095215,2.0585,0.9985,1998,2000,2,1997,0.9994994994994995,0.9985,1.0,0,0,1997,0,0.0,0,2000,2117,0,0.003864572907332331,7,7,strided_read,stride,82000,19.91741559387904
2000,8446,0.23679848448969926,4.223,0.943,1886,2000,114,1886,1.0,0.943,1.0,0,0,1886,0,0.0,0,2000,6446,0,0.11355649784673005,7,7,strided_read,nn,82000,9.70873786407767
2000,43984,0.045471080392870136,21.992,0.5,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,1000,1000,41984,0,0.003495480661513284,7,7,mixed_read_write,baseline,43984,1.0
2000,5062,0.3951007506914263,2.531,0.999,999,2000,1001,998,0.998998998998999,0.998,1.0,0,0,998,0,0.0,1000,1000,3062,0,0.0038841930800117552,7,7,mixed_read_write,stride,43984,8.689055709205848
2000,43867,0.04559235872067841,21.9335,0.5015,3,8,5,3,1.0,0.003,1.0,0,0,3,0,0.0,1000,1000,41867,0,0.10303330625174567,7,7,mixed_read_write,nn,43984,1.0026671529851596
2000,73888,0.027067994802944997,36.944,0.104,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,208,1792,71888,0,0.003814806346781552,7,7,random_read,baseline,73888,1.0
2000,75565,0.026467279825315954,37.7825,0.0825,1864,2000,136,76,0.0407725321888412,0.04241071428571429,1.0,0,0,76,119,0.0595,208,1792,73565,0,0.0051164130854886025,7,7,random_read,stride,73888,0.9778071858664725
2000,73888,0.027067994802944997,36.944,0.104,7,8,1,0,0.0,0.0,0.0,0,0,0,0,0.0,208,1792,71888,0,0.10840716355596669,7,7,random_read,nn,73888,1.0
2000,43429,0.04605217711667319,21.7145,0.4945,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,989,1011,41429,0,0.003213772171875462,7,7,phased_switch,baseline,43429,1.0
2000,39763,0.050298015743278926,19.8815,0.5415,1050,2000,950,155,0.14761904761904762,0.1493570722057369,1.0,0,0,151,57,0.0285,989,1011,37763,0,0.004144262813497335,7,7,phased_switch,stride,43429,1.0921962628574302
2000,39217,0.05099829155723283,19.6085,0.5485,170,994,824,110,0.6470588235294118,0.10880316518298715,1.0,0,0,110,2,0.001,989,1011,37217,0,0.11193665955215693,7,7,phased_switch,nn,43429,1.1074024020195323
2000,13750,0.14545454545454545,6.875,0.875,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,1750,250,11750,0,0.0025541024224366993,8,8,sequential_read,baseline,13750,1.0
2000,4039,0.49517207229512256,2.0195,0.9995,250,2000,1750,249,0.996,0.996,1.0,0,0,249,0,0.0,1750,250,2039,0,0.0031021709146443754,8,8,sequential_read,stride,13750,3.4043079970289676
2000,4156,0.48123195380173245,2.078,0.998,247,1985,1738,246,0.9959514170040485,0.984,1.0,0,0,246,0,0.0,1750,250,2156,0,0.11112065069028176,8,8,sequential_read,nn,13750,3.3084696823869106
2000,82000,0.024390243902439025,41.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,2000,80000,0,0.003933363099349663,8,8,strided_read,baseline,82000,1.0
2000,4117,0.48579062424095215,2.0585,0.9985,1998,2000,2,1997,0.9994994994994995,0.9985,1.0,0,0,1997,0,0.0,0,2000,2117,0,0.0038831387646496296,8,8,strided_read,stride,82000,19.91741559387904
2000,7237,0.2763576067431256,3.6185,0.9585,1918,1980,62,1917,0.9994786235662148,0.9585,1.0,0,0,1917,0,0.0,0,2000,5237,0,0.11168290112982504,8,8,strided_read,nn,82000,11.33066187646815
