label,workload,baseline_cycles,baseline_hit,stride_cycles,stride_hit,stride_speedup,nn_cycles,nn_hit,nn_speedup
gate_off,sequential_read,13750.0,0.875,4039.0,0.9994999999999999,3.4043079970289676,4140.4,0.9982,3.3209351753453777
gate_off,strided_read,82000.0,0.0,4117.0,0.9985000000000002,19.91741559387904,9167.5,0.9337500000000001,8.944641396236706
gate_off,random_read,74083.0,0.1015,75604.0,0.08199999999999999,0.9798820168245066,73576.0,0.10800000000000001,1.0068908339675982
gate_on,sequential_read,13750.0,0.875,4039.0,0.9994999999999999,3.4043079970289676,4140.4,0.9982,3.3209351753453777
gate_on,strided_read,82000.0,0.0,4117.0,0.9985000000000002,19.91741559387904,9179.2,0.9336,8.933240369531113
gate_on,random_read,74083.0,0.1015,75604.0,0.08199999999999999,0.9798820168245066,74083.0,0.1015,1.0
